네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 건강/취미
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 30대

"날짜","건강/취미"
"2022-03-14",77
"2022-03-15",60
"2022-03-16",69
"2022-03-17",66
"2022-03-18",61
"2022-03-19",57
"2022-03-20",59
"2022-03-21",65
"2022-03-22",71
"2022-03-23",64
"2022-03-24",57
"2022-03-25",54
"2022-03-26",56
"2022-03-27",47
"2022-03-28",62
"2022-03-29",63
"2022-03-30",70
"2022-03-31",74
"2022-04-01",58
"2022-04-02",49
"2022-04-03",52
"2022-04-04",58
"2022-04-05",56
"2022-04-06",60
"2022-04-07",48
"2022-04-08",38
"2022-04-09",39
"2022-04-10",42
"2022-04-11",48
"2022-04-12",54
"2022-04-13",59
"2022-04-14",58
"2022-04-15",45
"2022-04-16",44
"2022-04-17",44
"2022-04-18",56
"2022-04-19",50
"2022-04-20",55
"2022-04-21",45
"2022-04-22",40
"2022-04-23",46
"2022-04-24",40
"2022-04-25",44
"2022-04-26",61
"2022-04-27",55
"2022-04-28",58
"2022-04-29",51
"2022-04-30",48
"2022-05-01",50
"2022-05-02",55
"2022-05-03",49
"2022-05-04",53
"2022-05-05",42
"2022-05-06",50
"2022-05-07",41
"2022-05-08",46
"2022-05-09",56
"2022-05-10",55
"2022-05-11",54
"2022-05-12",42
"2022-05-13",43
"2022-05-14",44
"2022-05-15",45
"2022-05-16",52
"2022-05-17",53
"2022-05-18",48
"2022-05-19",45
"2022-05-20",39
"2022-05-21",38
"2022-05-22",34
"2022-05-23",45
"2022-05-24",41
"2022-05-25",46
"2022-05-26",40
"2022-05-27",39
"2022-05-28",41
"2022-05-29",43
"2022-05-30",43
"2022-05-31",44
"2022-06-01",42
"2022-06-02",43
"2022-06-03",41
"2022-06-04",42
"2022-06-05",40
"2022-06-06",47
"2022-06-07",49
"2022-06-08",51
"2022-06-09",60
"2022-06-10",42
"2022-06-11",33
"2022-06-12",53
"2022-06-13",54
"2022-06-14",42
"2022-06-15",61
"2022-06-16",46
"2022-06-17",48
"2022-06-18",44
"2022-06-19",47
"2022-06-20",52
"2022-06-21",54
"2022-06-22",56
"2022-06-23",51
"2022-06-24",47
"2022-06-25",40
"2022-06-26",54
"2022-06-27",52
"2022-06-28",63
"2022-06-29",49
"2022-06-30",45
"2022-07-01",44
"2022-07-02",42
"2022-07-03",44
"2022-07-04",50
"2022-07-05",47
"2022-07-06",48
"2022-07-07",48
"2022-07-08",21
"2022-07-09",2
