네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 건강/취미
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 남성
연령별 : 30대

"날짜","건강/취미"
"2022-03-07",88
"2022-03-08",73
"2022-03-09",67
"2022-03-10",73
"2022-03-11",60
"2022-03-12",52
"2022-03-13",83
"2022-03-14",81
"2022-03-15",56
"2022-03-16",60
"2022-03-17",59
"2022-03-18",53
"2022-03-19",58
"2022-03-20",74
"2022-03-21",76
"2022-03-22",73
"2022-03-23",77
"2022-03-24",54
"2022-03-25",53
"2022-03-26",51
"2022-03-27",57
"2022-03-28",69
"2022-03-29",67
"2022-03-30",77
"2022-03-31",93
"2022-04-01",68
"2022-04-02",39
"2022-04-03",61
"2022-04-04",71
"2022-04-05",68
"2022-04-06",64
"2022-04-07",55
"2022-04-08",63
"2022-04-09",57
"2022-04-10",47
"2022-04-11",71
"2022-04-12",63
"2022-04-13",73
"2022-04-14",67
"2022-04-15",51
"2022-04-16",42
"2022-04-17",54
"2022-04-18",54
"2022-04-19",52
"2022-04-20",61
"2022-04-21",63
"2022-04-22",52
"2022-04-23",39
"2022-04-24",49
"2022-04-25",63
"2022-04-26",72
"2022-04-27",77
"2022-04-28",65
"2022-04-29",48
"2022-04-30",43
"2022-05-01",53
"2022-05-02",79
"2022-05-03",51
"2022-05-04",50
"2022-05-05",47
"2022-05-06",41
"2022-05-07",50
"2022-05-08",66
"2022-05-09",65
"2022-05-10",69
"2022-05-11",61
"2022-05-12",54
"2022-05-13",52
"2022-05-14",46
"2022-05-15",57
"2022-05-16",76
"2022-05-17",71
"2022-05-18",70
"2022-05-19",56
"2022-05-20",55
"2022-05-21",43
"2022-05-22",47
"2022-05-23",61
"2022-05-24",58
"2022-05-25",60
"2022-05-26",45
"2022-05-27",46
"2022-05-28",43
"2022-05-29",42
"2022-05-30",51
"2022-05-31",48
"2022-06-01",40
"2022-06-02",50
"2022-06-03",47
"2022-06-04",72
"2022-06-05",52
"2022-06-06",47
"2022-06-07",74
"2022-06-08",57
"2022-06-09",60
"2022-06-10",44
"2022-06-11",45
"2022-06-12",42
"2022-06-13",59
"2022-06-14",51
"2022-06-15",54
"2022-06-16",59
"2022-06-17",59
"2022-06-18",51
"2022-06-19",80
"2022-06-20",79
"2022-06-21",71
"2022-06-22",66
"2022-06-23",65
"2022-06-24",50
"2022-06-25",57
"2022-06-26",58
"2022-06-27",63
"2022-06-28",62
"2022-06-29",60
"2022-06-30",57
"2022-07-01",47
"2022-07-02",46
"2022-07-03",59
"2022-07-04",74
"2022-07-05",57
"2022-07-06",52
"2022-07-07",51
"2022-07-08",25
"2022-07-09",4
