네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 건강/취미
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 남성
연령별 : 20대

"날짜","건강/취미"
"2022-06-05",21
"2022-06-06",30
"2022-06-07",34
"2022-06-08",26
"2022-06-09",29
"2022-06-10",23
"2022-06-11",21
"2022-06-12",25
"2022-06-13",29
"2022-06-14",24
"2022-06-15",29
"2022-06-16",31
"2022-06-17",22
"2022-06-18",19
"2022-06-19",31
"2022-06-20",25
"2022-06-21",27
"2022-06-22",33
"2022-06-23",23
"2022-06-24",32
"2022-06-25",20
"2022-06-26",27
"2022-06-27",27
"2022-06-28",36
"2022-06-29",19
"2022-06-30",26
"2022-07-01",20
"2022-07-02",24
"2022-07-03",20
"2022-07-04",24
"2022-07-05",25
"2022-07-06",23
"2022-07-07",24
"2022-07-08",16
"2022-07-09",3
